object_number,platform_raw_first,platform_norm,title_primary,title_norm,title_norm_source,title_aliases,region_norm,language_norm,media_norm,edition_key,edition_id
21311,Nintendo Super Famicom,SFC,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game,primary_ascii,京楽 三洋 豊丸 奥村 大一 マルホン Parlor!パーラー!IV CR パチンコ6社・CR実機シミュレーションゲーム,NTSC-J,ja,cartridge,SFC | Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! IV Pachinko 6-sha CR Jikki Simulation Game | NTSC-J | ja | cartridge,1958b6c4659dfd3b
21319,Nintendo Super Famicom,SFC,NBA Jikkyou Basket Winning Dunk,NBA Jikkyou Basket Winning Dunk,primary_ascii,ＮＢＡ実況バスケットウイニングダンク|NBA Give 'n Go,NTSC-J,ja,cartridge,SFC | NBA Jikkyou Basket Winning Dunk | NTSC-J | ja | cartridge,527a259775372a78
21327,Nintendo Super Famicom,SFC,Shin Kidou Senki Gundam W Wing Endless Duel,Shin Kidou Senki Gundam W Wing Endless Duel,primary_ascii,新機動戦記ガンダムW ウイング Endless Duel,NTSC-J,ja,cartridge,SFC | Shin Kidou Senki Gundam W Wing Endless Duel | NTSC-J | ja | cartridge,cbbddffd8aa9c875
21345,Nintendo Super Famicom,SFC,Nobunaga no Yabou Tenshouki,Nobunaga no Yabou Tenshouki,primary_ascii,信長の野望 天翔記,NTSC-J,ja,cartridge,SFC | Nobunaga no Yabou Tenshouki | NTSC-J | ja | cartridge,4e199148eb703422
21351,Nintendo Super Famicom,SFC,Bakutou Dodgers Bumps Shima wa Oosawagi,Bakutou Dodgers Bumps Shima wa Oosawagi,primary_ascii,爆投ドッチャーズ バンプス島は大さわぎ,NTSC-J,ja,cartridge,SFC | Bakutou Dodgers Bumps Shima wa Oosawagi | NTSC-J | ja | cartridge,01d567a921813d4b
21359,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban,Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban,primary_ascii,実況パワフルプロ野球'96開幕版,NTSC-J,ja,cartridge,SFC | Jikkyou Powerful Pro Yakyuu '96 Kaimaku Ban | NTSC-J | ja | cartridge,3a87bab6b598b5ba
21360,Nintendo Super Famicom,SFC,Super Rugby,Super Rugby,primary_ascii,スーパーラグビー,NTSC-J,ja,cartridge,SFC | Super Rugby | NTSC-J | ja | cartridge,e5ab7f37beed0e5d
21372,Nintendo Super Famicom,SFC,Matsukata Hiroki no Super Trawling,Matsukata Hiroki no Super Trawling,primary_ascii,松方弘樹のスーパートローリング,NTSC-J,ja,cartridge,SFC | Matsukata Hiroki no Super Trawling | NTSC-J | ja | cartridge,7eb694cd247770a6
21375,Nintendo Super Famicom,SFC,Mahjong Hishouden Naki no Ryuu,Mahjong Hishouden Naki no Ryuu,primary_ascii,麻雀飛翔伝 哭きの竜,NTSC-J,ja,cartridge,SFC | Mahjong Hishouden Naki no Ryuu | NTSC-J | ja | cartridge,fdf4608f89e75744
21418,Nintendo Super Famicom,SFC,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game,Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game,primary_ascii,京楽 三洋 豊丸 奥村 太陽 Parlor ! パーラー！3 パチンコ5社・実機シミュレーションゲーム,NTSC-J,ja,cartridge,SFC | Kyoraku Sanyo Toyomaru Okumura Daiichi Maruhon Parlor! Parlor! 3 Pachinko 5-sha Jikki Simulation Game | NTSC-J | ja | cartridge,064c51c9be0cf2a0
21421,Nintendo Super Famicom,SFC,Marvelous Mouhitotsu no Takarajima,Marvelous Mouhitotsu no Takarajima,primary_ascii,マーヴェラス 〜もうひとつの宝島〜,NTSC-J,ja,cartridge,SFC | Marvelous Mouhitotsu no Takarajima | NTSC-J | ja | cartridge,4c60444d9d381dc9
21429,Nintendo Super Famicom,SFC,Dai Bakushou Jinsei Gekijou Zukkoke Salary Man Hen,Dai Bakushou Jinsei Gekijou Zukkoke Salary Man Hen,primary_ascii,大爆笑 人生劇場 ずっこけサラリーマン編,NTSC-J,ja,cartridge,SFC | Dai Bakushou Jinsei Gekijou Zukkoke Salary Man Hen | NTSC-J | ja | cartridge,ef01cf286919f341
21430,Nintendo Super Famicom,SFC,Ball Bullet Gun Survival Game Simulation,Ball Bullet Gun Survival Game Simulation,primary_ascii,ボール・ブレット・ガン サバイバルゲーム,NTSC-J,ja,cartridge,SFC | Ball Bullet Gun Survival Game Simulation | NTSC-J | ja | cartridge,fc8cc7b785186a20
21433,Nintendo Super Famicom,SFC,Sengoku no Hasha Tenka Nuno bu he no Michi,Sengoku no Hasha Tenka Nuno bu he no Michi,primary_ascii,戦国の覇者 〜天下布武への道〜,NTSC-J,ja,cartridge,SFC | Sengoku no Hasha Tenka Nuno bu he no Michi | NTSC-J | ja | cartridge,c2aa5a901fbe2860
21435,Nintendo Super Famicom,SFC,J. League Excite Stage '96,J. League Excite Stage '96,primary_ascii,Jリーグエキサイトステージ'96,NTSC-J,ja,cartridge,SFC | J. League Excite Stage '96 | NTSC-J | ja | cartridge,7b26f1038ba93557
21440,Nintendo Super Famicom,SFC,Nichibutsu Collection 2,Nichibutsu Collection 2,primary_ascii,ニチブツコレクション2,NTSC-J,ja,cartridge,SFC | Nichibutsu Collection 2 | NTSC-J | ja | cartridge,a7ec0666ad469f7e
21443,Nintendo Super Famicom,SFC,Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu,Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu,primary_ascii,けろけろけろっぴの冒険日記 眠れる森のけろりーぬ,NTSC-J,ja,cartridge,SFC | Kero Kero Keroppi no Bouken Nikki Nemureru Mori no Keroriinu | NTSC-J | ja | cartridge,16f2a569da73ee40
21445,Nintendo Super Famicom,SFC,Daikaijuu Monogatari II,Daikaijuu Monogatari II,primary_ascii,大貝獣物語II|Daikaijuu Monogatari 2,NTSC-J,ja,cartridge,SFC | Daikaijuu Monogatari II | NTSC-J | ja | cartridge,16e0cc6d6369ff3c
21465,Nintendo Super Famicom,SFC,Traverse Starlight & Prairie,Traverse Starlight & Prairie,primary_ascii,トラバース スターライト&プレーリー,NTSC-J,ja,cartridge,SFC | Traverse Starlight & Prairie | NTSC-J | ja | cartridge,c05850b21415025d
21468,Nintendo Super Famicom,SFC,Gekitou Burning Pro Wrestling,Gekitou Burning Pro Wrestling,primary_ascii,激闘 バーニング・プロレス,NTSC-J,ja,cartridge,SFC | Gekitou Burning Pro Wrestling | NTSC-J | ja | cartridge,83f61de8f4bf1f27
21471,Nintendo Super Famicom,SFC,Parlor! Mini Pachinko Jikki Simulation Game,Parlor! Mini Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ パチンコ実機シミュレーションゲーム,NTSC-J,ja,cartridge,SFC | Parlor! Mini Pachinko Jikki Simulation Game | NTSC-J | ja | cartridge,9ea5076e553a34ea
21473,Nintendo Super Famicom,SFC,Jissen Bass Fishing Hisshouhou in USA,Jissen Bass Fishing Hisshouhou in USA,primary_ascii,実戦バスフィッシング必勝法 in USA,NTSC-J,ja,cartridge,SFC | Jissen Bass Fishing Hisshouhou in USA | NTSC-J | ja | cartridge,5c5a910ea38ae538
21474,Nintendo Super Famicom,SFC,Earth Light Luna Strike,Earth Light Luna Strike,primary_ascii,アースライト ルナ・ストライク,NTSC-J,ja,cartridge,SFC | Earth Light Luna Strike | NTSC-J | ja | cartridge,e70f2c59ed43b7ba
21476,Nintendo Super Famicom,SFC,Popoitto Hebereke,Popoitto Hebereke,primary_ascii,ポポイっとへべれけ|Hebereke's Popoitto,NTSC-J,ja,cartridge,SFC | Popoitto Hebereke | NTSC-J | ja | cartridge,4d39fc276e0ca5f7
21477,Nintendo Super Famicom,SFC,Jikkyou Power Pro Wrestling '96 Max Voltage,Jikkyou Power Pro Wrestling '96 Max Voltage,primary_ascii,実況パワープロレスリング'96 マックス ボルテージ,NTSC-J,ja,cartridge,SFC | Jikkyou Power Pro Wrestling '96 Max Voltage | NTSC-J | ja | cartridge,0c25781d03301cf1
21496,Nintendo Super Famicom,SFC,Farland Story 2,Farland Story 2,primary_ascii,ファーランドストーリー2,NTSC-J,ja,cartridge,SFC | Farland Story 2 | NTSC-J | ja | cartridge,c1d5b5180827b46c
21522,Nintendo Super Famicom,SFC,Mahoujin Guru Guru 2,Mahoujin Guru Guru 2,primary_ascii,魔法陣グルグル2,NTSC-J,ja,cartridge,SFC | Mahoujin Guru Guru 2 | NTSC-J | ja | cartridge,65efe4afe9fa2dd5
21523,Nintendo Super Famicom,SFC,VS. Collection,VS. Collection,primary_ascii,VS. コレクション,NTSC-J,ja,cartridge,SFC | VS. Collection | NTSC-J | ja | cartridge,96a10857a02ee472
21526,Nintendo Super Famicom,SFC,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental,primary_ascii,スーパーロボット大戦外伝 魔装機神 The Lord Of Elemental,NTSC-J,ja,cartridge,SFC | Super Robot Taisen Gaiden Masou Kishin The Lord Of Elemental | NTSC-J | ja | cartridge,219def7f5ef127e0
21527,Nintendo Super Famicom,SFC,Kidou Senshi Z Gundam Away to the New Type,Kidou Senshi Z Gundam Away to the New Type,primary_ascii,機動戦士Zガンダム Away to the New Type,NTSC-J,ja,cartridge,SFC | Kidou Senshi Z Gundam Away to the New Type | NTSC-J | ja | cartridge,8d531ab9f3b68a36
21529,Nintendo Super Famicom,SFC,Game no Tetsujin The Shanghai,Game no Tetsujin The Shanghai,primary_ascii,ゲームの鉄人 The上海,NTSC-J,ja,cartridge,SFC | Game no Tetsujin The Shanghai | NTSC-J | ja | cartridge,fd49d0f5bec8e47d
21531,Nintendo Super Famicom,SFC,Wedding Peach,Wedding Peach,primary_ascii,ウェディングピーチ,NTSC-J,ja,cartridge,SFC | Wedding Peach | NTSC-J | ja | cartridge,578d0493ac747483
21552,Nintendo Super Famicom,SFC,Parlor! Mini 4 Pachinko Jikki Simulation Game,Parlor! Mini 4 Pachinko Jikki Simulation Game,primary_ascii,パーラー！ミニ4 パチンコ実機シミュレーションゲーム,NTSC-J,ja,cartridge,SFC | Parlor! Mini 4 Pachinko Jikki Simulation Game | NTSC-J | ja | cartridge,dbbfd576a54efbdd
21555,Nintendo Super Famicom,SFC,Hi no Ouji Yamato Takeru,Hi no Ouji Yamato Takeru,primary_ascii,火の皇子 ヤマトタケル,NTSC-J,ja,cartridge,SFC | Hi no Ouji Yamato Takeru | NTSC-J | ja | cartridge,ba8b732ebf61467f
21561,Nintendo Super Famicom,SFC,Clock Works,Clock Works,primary_ascii,クロックワークス,NTSC-J,ja,cartridge,SFC | Clock Works | NTSC-J | ja | cartridge,7fd0fa1c785538ae
21573,Nintendo Super Famicom,SFC,Gokinjo Bouken Tai,Gokinjo Bouken Tai,primary_ascii,ごきんじょ冒険隊,NTSC-J,ja,cartridge,SFC | Gokinjo Bouken Tai | NTSC-J | ja | cartridge,048de5d9ac841b8e
21577,Nintendo Super Famicom,SFC,G.O.D Mezameyo to Yobu Koe ga Kikoe,G.O.D Mezameyo to Yobu Koe ga Kikoe,primary_ascii,G・O・D 目覚めよと呼ぶ声が聴こえ,NTSC-J,ja,cartridge,SFC | G.O.D Mezameyo to Yobu Koe ga Kikoe | NTSC-J | ja | cartridge,84765aeabc1dec9c
21578,Nintendo Super Famicom,SFC,Sangokushi Eiketsuden,Sangokushi Eiketsuden,primary_ascii,三國志英傑伝,NTSC-J,ja,cartridge,SFC | Sangokushi Eiketsuden | NTSC-J | ja | cartridge,b564cd2df4072e05
21579,Nintendo Super Famicom,SFC,Donald no Maui Mallard,Donald no Maui Mallard,primary_ascii,ドナルドダックのマウイマラード|Donald in Maui Mallard|Maui Mallard in Cold Shadow,NTSC-J,ja,cartridge,SFC | Donald no Maui Mallard | NTSC-J | ja | cartridge,d11a7f0ac9211bdc
21580,Nintendo Super Famicom,SFC,Honke Sankyo Fever 3 Jikki Simulation,Honke Sankyo Fever 3 Jikki Simulation,primary_ascii,本家Sankyo FEVER 3 実機シミュレーション,NTSC-J,ja,cartridge,SFC | Honke Sankyo Fever 3 Jikki Simulation | NTSC-J | ja | cartridge,50be7e39cabed0bc
21581,Nintendo Super Famicom,SFC,Foreman for Real,Foreman for Real,primary_ascii,フォアマン フォーリアル,NTSC-J,ja,cartridge,SFC | Foreman for Real | NTSC-J | ja | cartridge,f68948d7698c9c60
21582,Nintendo Super Famicom,SFC,Getsumen no Anubis,Getsumen no Anubis,primary_ascii,月面のアヌビス,NTSC-J,ja,cartridge,SFC | Getsumen no Anubis | NTSC-J | ja | cartridge,79d8254c2560b828
21583,Nintendo Super Famicom,SFC,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,Jissen Pachi Slot Hisshouhou! Yamasa Densetsu,primary_ascii,実戦パチスロ必勝法！山佐伝説,NTSC-J,ja,cartridge,SFC | Jissen Pachi Slot Hisshouhou! Yamasa Densetsu | NTSC-J | ja | cartridge,0424aeb2976e4824
21584,Nintendo Super Famicom,SFC,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,Ippatsu Gyakuten!! Keiba Keirin Kyoutei,primary_ascii,一発逆転！！ 競馬・競輪・競艇,NTSC-J,ja,cartridge,SFC | Ippatsu Gyakuten!! Keiba Keirin Kyoutei | NTSC-J | ja | cartridge,cea0f960a9579dcd
21585,Nintendo Super Famicom,SFC,Shounin yo Taishi wo Idake!!,Shounin yo Taishi wo Idake!!,primary_ascii,商人よ、大志を抱け！！,NTSC-J,ja,cartridge,SFC | Shounin yo Taishi wo Idake!! | NTSC-J | ja | cartridge,ee86268388bdae76
21586,Nintendo Super Famicom,SFC,Super Famista 5,Super Famista 5,primary_ascii,スーパーファミスタ5,NTSC-J,ja,cartridge,SFC | Super Famista 5 | NTSC-J | ja | cartridge,731b6f50620c6ed4
21587,Nintendo Super Famicom,SFC,The Jungle Book,The Jungle Book,primary_ascii,ジャングルブック|Disney's The Jungle Book,NTSC-J,ja,cartridge,SFC | The Jungle Book | NTSC-J | ja | cartridge,84ec126c1f652c06
21588,Nintendo Super Famicom,SFC,Bishoujo Senshi Sailor Moon Super S Zenin Sanka!! Shuyaku Soudatsusen,Bishoujo Senshi Sailor Moon Super S Zenin Sanka!! Shuyaku Soudatsusen,primary_ascii,美少女戦士セーラームーン 全員参加！！主役争奪戦,NTSC-J,ja,cartridge,SFC | Bishoujo Senshi Sailor Moon Super S Zenin Sanka!! Shuyaku Soudatsusen | NTSC-J | ja | cartridge,0c94ed94886f6d7c
21644,Nintendo Super Famicom,SFC,Winning Post 2 Program '96,Winning Post 2 Program '96,primary_ascii,ウイニングポスト2 プログラム'96,NTSC-J,ja,cartridge,SFC | Winning Post 2 Program '96 | NTSC-J | ja | cartridge,caaa98c998257080
21645,Nintendo Super Famicom,SFC,Super Kyoutei,Super Kyoutei,primary_ascii,スーパー競艇,NTSC-J,ja,cartridge,SFC | Super Kyoutei | NTSC-J | ja | cartridge,fde06d55303c809e
21646,Nintendo Super Famicom,SFC,Pebble Beach no Hatou New Tournament Edition,Pebble Beach no Hatou New Tournament Edition,primary_ascii,ペブルビーチ の波濤 New ～トーナメントエディション～,NTSC-J,ja,cartridge,SFC | Pebble Beach no Hatou New Tournament Edition | NTSC-J | ja | cartridge,f88c3b23d7a86345
21647,Nintendo Super Famicom,SFC,Super Fire Pro Wrestling X Premium,Super Fire Pro Wrestling X Premium,primary_ascii,スーパーファイヤープロレスリングX プレミアム,NTSC-J,ja,cartridge,SFC | Super Fire Pro Wrestling X Premium | NTSC-J | ja | cartridge,9ef9934729d07ada
21648,Nintendo Super Famicom,SFC,Silva Saga II The Legend of Light & Darkness,Silva Saga II The Legend of Light & Darkness,primary_ascii,シルヴァ・サーガII The Legend of Light & Darkness,NTSC-J,ja,cartridge,SFC | Silva Saga II The Legend of Light & Darkness | NTSC-J | ja | cartridge,8fcc883d9a445800
21649,Nintendo Super Famicom,SFC,Logos Panic GO.A.I.SA.TU,Logos Panic GO.A.I.SA.TU,primary_ascii,ロゴスパニックごあいさつ,NTSC-J,ja,cartridge,SFC | Logos Panic GO.A.I.SA.TU | NTSC-J | ja | cartridge,fbcef04e501726ea
21650,Nintendo Super Famicom,SFC,Nishijin Pachinko Monogatari 2,Nishijin Pachinko Monogatari 2,primary_ascii,西陣パチンコ物語2,NTSC-J,ja,cartridge,SFC | Nishijin Pachinko Monogatari 2 | NTSC-J | ja | cartridge,5de1008ea70753e9
21651,Nintendo Super Famicom,SFC,Jikkyou Powerful Pro Yakyuu 3,Jikkyou Powerful Pro Yakyuu 3,primary_ascii,実況パワフルプロ野球3,NTSC-J,ja,cartridge,SFC | Jikkyou Powerful Pro Yakyuu 3 | NTSC-J | ja | cartridge,acd9afce9febb45d
21652,Nintendo Super Famicom,SFC,Treasure Hunter G,Treasure Hunter G,primary_ascii,トレジャーハンターG,NTSC-J,ja,cartridge,SFC | Treasure Hunter G | NTSC-J | ja | cartridge,559f8d3418232110
21655,Nintendo Super Famicom,SFC,Time Bokan Series New Yatterman Nan Dai Kan Dai Yajirobee,Time Bokan Series New Yatterman Nan Dai Kan Dai Yajirobee,primary_ascii,タイムボカン･シリーズ NEWヤッターマン 難題かんだいヤジロベエ,NTSC-J,ja,cartridge,SFC | Time Bokan Series New Yatterman Nan Dai Kan Dai Yajirobee | NTSC-J | ja | cartridge,7914d25e4d7da415
21662,Nintendo Super Famicom,SFC,Yuujin Janjuu Gakuen 2,Yuujin Janjuu Gakuen 2,primary_ascii,遊人 雀獣学園2,NTSC-J,ja,cartridge,SFC | Yuujin Janjuu Gakuen 2 | NTSC-J | ja | cartridge,b40d9c33f72ff625
21664,Nintendo Super Famicom,SFC,Nichibutsu Arcade Classics 2 Heiankyo Alien,Nichibutsu Arcade Classics 2 Heiankyo Alien,primary_ascii,ニチブツアーケードクラシックス2 平安京エイリアン,NTSC-J,ja,cartridge,SFC | Nichibutsu Arcade Classics 2 Heiankyo Alien | NTSC-J | ja | cartridge,1f0aaf1f05d90a2d
21666,Nintendo Super Famicom,SFC,Shiroi Ringu He Twinkle Little Star,Shiroi Ringu He Twinkle Little Star,primary_ascii,白いリングへ トゥインクル・リトル・スター,NTSC-J,ja,cartridge,SFC | Shiroi Ringu He Twinkle Little Star | NTSC-J | ja | cartridge,7803100b93124557
21667,Nintendo Super Famicom,SFC,Rise Of The Robots,Rise Of The Robots,primary_ascii,ライズ オブ ザ ロボッツ,NTSC-J,ja,cartridge,SFC | Rise Of The Robots | NTSC-J | ja | cartridge,eab3e8920fc7ef0f
21668,Nintendo Super Famicom,SFC,Stealth,Stealth,primary_ascii,ステルス,NTSC-J,ja,cartridge,SFC | Stealth | NTSC-J | ja | cartridge,bed98513f18dfc6f
21669,Nintendo Super Famicom,SFC,Best Shot Pro Golf,Best Shot Pro Golf,primary_ascii,ベストショットプロゴルフ,NTSC-J,ja,cartridge,SFC | Best Shot Pro Golf | NTSC-J | ja | cartridge,49979ab0d4d66779
21670,Nintendo Super Famicom,SFC,Granhistoria Genshi Sekaiki,Granhistoria Genshi Sekaiki,primary_ascii,グランヒストリア 〜幻史世界記〜,NTSC-J,ja,cartridge,SFC | Granhistoria Genshi Sekaiki | NTSC-J | ja | cartridge,e255a91203263fb7
21671,Nintendo Super Famicom,SFC,Super Mario RPG,Super Mario RPG,primary_ascii,スーパーマリオRPG|Super Mario RPG Legend of the Seven Stars,NTSC-J,ja,cartridge,SFC | Super Mario RPG | NTSC-J | ja | cartridge,9d4dadd24b88d5c2
21672,Nintendo Super Famicom,SFC,Magical Drop 2,Magical Drop 2,primary_ascii,マジカルドロップ2,NTSC-J,ja,cartridge,SFC | Magical Drop 2 | NTSC-J | ja | cartridge,846ef928ef479531
21673,Nintendo Super Famicom,SFC,Super Formation Soccer 96 World Club Edition,Super Formation Soccer 96 World Club Edition,primary_ascii,スーパーフォーメーションサッカー96 ワールドクラブエディション,NTSC-J,ja,cartridge,SFC | Super Formation Soccer 96 World Club Edition | NTSC-J | ja | cartridge,d9986115ed839a7a
21674,Nintendo Super Famicom,SFC,MechWarrior 3050,MechWarrior 3050,primary_ascii,バトルテック3050,NTSC-J,ja,cartridge,SFC | MechWarrior 3050 | NTSC-J | ja | cartridge,1fbb3d681bec1c8b
21675,Nintendo Super Famicom,SFC,Kamen Rider SD Shutsugeki!! Rider Machine,Kamen Rider SD Shutsugeki!! Rider Machine,primary_ascii,仮面ライダーSD 出撃！！ライダーマシン,NTSC-J,ja,cartridge,SFC | Kamen Rider SD Shutsugeki!! Rider Machine | NTSC-J | ja | cartridge,67990f8ea7f0c913
21677,Nintendo Super Famicom,SFC,Bakumatsu Kourinden Oni,Bakumatsu Kourinden Oni,primary_ascii,幕末降臨伝 Oni,NTSC-J,ja,cartridge,SFC | Bakumatsu Kourinden Oni | NTSC-J | ja | cartridge,3235099a7dfc380b
21678,Nintendo Super Famicom,SFC,Jissen Pachinko Hisshouhou! 2,Jissen Pachinko Hisshouhou! 2,primary_ascii,実戦パチンコ必勝法！2,NTSC-J,ja,cartridge,SFC | Jissen Pachinko Hisshouhou! 2 | NTSC-J | ja | cartridge,3cb9d078fdf0b92e
21680,Nintendo Super Famicom,SFC,Sugoroku Ginga Senki,Sugoroku Ginga Senki,primary_ascii,すごろく銀河戦記,NTSC-J,ja,cartridge,SFC | Sugoroku Ginga Senki | NTSC-J | ja | cartridge,4b6ac8583ffb94d4
21681,Nintendo Super Famicom,SFC,Hissatsu Pachinko Collection 4,Hissatsu Pachinko Collection 4,primary_ascii,必殺パチンココレクション4,NTSC-J,ja,cartridge,SFC | Hissatsu Pachinko Collection 4 | NTSC-J | ja | cartridge,7b2d481e13cae26e
21682,Nintendo Super Famicom,SFC,Kidou Senshi Gundam F91 Formula Senki 0122,Kidou Senshi Gundam F91 Formula Senki 0122,primary_ascii,機動戦士ガンダムF91 フォーミュラー戦記0122,NTSC-J,ja,cartridge,SFC | Kidou Senshi Gundam F91 Formula Senki 0122 | NTSC-J | ja | cartridge,684d8611050671a2
21683,Nintendo Super Famicom,SFC,Madou Monogatari Hanamaru Daiyouchienji,Madou Monogatari Hanamaru Daiyouchienji,primary_ascii,魔導物語 はなまる大幼稚園児,NTSC-J,ja,cartridge,SFC | Madou Monogatari Hanamaru Daiyouchienji | NTSC-J | ja | cartridge,0eac80e88379e96f
21684,Nintendo Super Famicom,SFC,Wagyan Paradise,Wagyan Paradise,primary_ascii,ワギャンパラダイス|Wagan Paradise,NTSC-J,ja,cartridge,SFC | Wagyan Paradise | NTSC-J | ja | cartridge,ed53742a9eb7e0fd
21685,Nintendo Super Famicom,SFC,Fortune Quest Dice wo Korogase,Fortune Quest Dice wo Korogase,primary_ascii,フォーチュンクエスト ダイスをころがせ,NTSC-J,ja,cartridge,SFC | Fortune Quest Dice wo Korogase | NTSC-J | ja | cartridge,7ce5aa8d00f7616d
21689,Nintendo Super Famicom,SFC,Energy Breaker,Energy Breaker,primary_ascii,エナジーブレイカー,NTSC-J,ja,cartridge,SFC | Energy Breaker | NTSC-J | ja | cartridge,8a6fea9a4f181678
21691,Nintendo Super Famicom,SFC,Ouchan no Oekaki Logic,Ouchan no Oekaki Logic,primary_ascii,おーちゃんのお絵かきロジック,NTSC-J,ja,cartridge,SFC | Ouchan no Oekaki Logic | NTSC-J | ja | cartridge,c6616ea3bc2a664a
21693,Nintendo Super Famicom,SFC,Revolution X,Revolution X,primary_ascii,レボリューションX,NTSC-J,ja,cartridge,SFC | Revolution X | NTSC-J | ja | cartridge,254a63e977831845
21700,Nintendo Super Famicom,SFC,Super Tsume Shougi 1000,Super Tsume Shougi 1000,primary_ascii,スーパー詰将棋1000,NTSC-J,ja,cartridge,SFC | Super Tsume Shougi 1000 | NTSC-J | ja | cartridge,0facdc4d9f03bf8f
21702,Nintendo Super Famicom,SFC,Star Ocean,Star Ocean,primary_ascii,スターオーシャン,NTSC-J,ja,cartridge,SFC | Star Ocean | NTSC-J | ja | cartridge,c82ddd1e4303f6fd
21704,Nintendo Super Famicom,SFC,Casper,Casper,primary_ascii,キャスパー,NTSC-J,ja,cartridge,SFC | Casper | NTSC-J | ja | cartridge,8d25a742816ff765
