object_number,title,title.type,object_name,object_name.type,object_category,broadcast_standard,title.language,place_of_publication
21791,Battle Submarine;バトルサブマリン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21792,Tower Dream;タワードリーム,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21793,The Game of Life Super Jinsei Game 3;The Game of Life スーパー人生ゲーム3,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21794,Zelda no Densetsu Kamigami no Triforce;ゼルダの伝説 神々のトライフォース;The Legend of Zelda A Link to the Past,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21795,Super Scope 6;スーパースコープ6;Nintendo Scope 6,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21798,SD Gundam GNext;SDガンダム ジーネクスト,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21802,Same Game;さめが;鮫亀,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21803,Joushou Mahjong Tenpai;常勝麻雀 天牌,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21804,Ongaku Tsukuru Kanadeeru;音楽ツクールかなでーる,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21805,Sound Novel Tsukuru;サウンドノベルツクール,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21806,RPG Tsukuru 2;RPGツクール2;RPG Maker 2,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21807,SD Ultra Battle Ultraman Densetsu;SDウルトラバトル ウルトラマン伝説;D Ultra Battle Ultraman Legend,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21808,SD Ultra Battle Seven Densetsu;SDウルトラバトル セブン伝説;SD Ultra Battle Seven Legend,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21809,Poi Poi Ninja World;ぽいぽい忍者ワールド,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21810,Gegege no Kitarou Youkai Donjara;ゲゲゲの鬼太郎 妖怪ドンジャラ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21811,SD Gundam Generation Ichinen Sensouki;SDガンダムジェネレーション 一年戦争記;SD Gundam Generation 1,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21812,SD Gundam Generation Gryps Senki;SDガンダムジェネレーション グリプス戦記;SD Gundam Generation 2,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21813,SD Gundam Generation Axis Senki;SDガンダムジェネレーション アクシズ戦記;SD Gundam Generation 3,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21814,SD Gundam Generation Babylonia Kenkoku Senki;SDガンダムジェネレーション バビロニア建国戦記;SD Gundam Generation 4,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21815,SD Gundam Generation Zansukaaru Senki;SDガンダムジェネレーション ザンスカール戦記;SD Gundam Generation 5,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21816,SD Gundam Generation Colony Kakutouki;SDガンダムジェネレーション コロニー格闘記;SD Gundam Generation 6,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21817,Bishoujo Senshi Sailor Moon Sailor Stars Fuwa Fuwa Panic 2 Gentei Set;美少女戦士セーラームーン セーラースターズ 〜ふわふわパニック2 限定セット;Bishoujo Senshi Sailor Moon Sailor Stars Fuwa Fuwa Panic 2 Limited Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21818,Gekisou Sentai Carranger Zenkai! Racer Senshi;激走戦隊カーレンジャー 全開!レーサー戦士,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21820,Crayon Shin-chan Nagagutsu Dobon!!;クレヨンしんちゃん 長ぐつどぼん！！,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21825,SD Gundam Generation Ichinen Sensouki Gentei Set;SDガンダムジェネレーション 一年戦争記;SD Gundam Generation 1 Ichinen Sensouki Limited Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21830,Poi Poi Ninja World Gentei Set;ぽいぽい忍者ワールド限定セット;Poi Poi Ninja World Limited Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21865,Angelique Voice Fantasy with Voicer-kun;アンジェリーク ヴォイス・ファンタジー with ボイサーくん,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21867,Angelique Premium Box;アンジェリーク プレミアムボックス,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21868,Derby Stallion 96;ダービースタリオン96,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21869,Itoi Shigesato no Bass Tsuri No. 1;糸井重里のバス釣りNo.1,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21873,SD Gundam GNext Senyou ROM Unit & Map Collection;SDガンダムGNEXT 専用ROMパック ユニット＆マップコレクション;SD Gundam GNext Expansion ROM Unit & Map Collection,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21874,Kishin Douji Zenki Tenchi Meidou;鬼神童子ZENKI 天地鳴動 ゼンキ てんちめいどう,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21875,Mickey no Tokyo Disneyland Daibouken;ミッキーの東京ディズニーランド 大冒険,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21876,J League '96 Dream Stadium;Jリーグ'96 ドリームスタジアム,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21877,Cyber Knight II Chikyuu Teikoku no Yabou;サイバーナイトII 地球帝国の野望;Cyber Knight 2 Chikyuu Teikoku no Yabou,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21878,Bike Daisuki Hashiri ya Tamashii;バイク大好き！走り屋 魂;Bike Daisuki Rider's-Spirit,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21879,Super Bomberman;スーパーボンバーマン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21881,Super Sangokushi II Fukkoku-ban;スーパー三国志II 復刻版;Super Sangokushi II Reprint Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21882,Kiteretsu Daihyakka Cho jikuu Sugoroku;キテレツ大百科 超時空すごろく,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21884,Dai Bakushou Jinsei Gekijou Ooedo Nikki;大爆笑 人生劇場 大江戸日記,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21886,Gionbana;祇園花,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21887,Zen Nippon GT Senshuken Hyper Battle Game; 全日本GT選手権 Hyper Battle Game,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21889,P-Man;P・マン;Prehistorik Man,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21890,Godzilla Kaijuu Dai Kessen;ゴジラ 怪獣大決戦,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21895,Kamaitachi no Yoru;かまいたちの夜;Banshee's Last Cry,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21898,Big Ichigeki! Pachislot Daikouryaku;ビッグ一撃！パチスロ大攻略,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21902,Big Ichigeki! Pachislot Daikouryaku 2 Universal Collection;ビッグ一撃！パチスロ大攻略2 ユニバーサル・コレクション,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21904,Kat's Run Zennihon K Car Senshuken;キャッツ・ラン 全日本Kカー選手権,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21905,Pro Mahjong Kiwame;プロ麻雀 極,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21906,Heiwa Pachinko World;平和 パチンコワールド,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21908,Umi Tsuri Meijin Suzuki Hen;海釣り名人 スズキ編,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21910,Ushio to Tora;うしおととら,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21913,Cacoma Knight;カコマ☆ナイト;Cacoma Knight in Bizyland,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21949,Super Indy Champ;スーパーインディチャンプ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21950,Desert Fighter Suna no Arashi Sakusen;デザートファイター 砂の嵐作戦;A.S.P. Air Strike Patrol;Desert Fighter,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
21951,Super Nichibutsu Mahjong 3 Yoshimoto Gekijyo Hen;スーパーニチブツマージャン3 吉本劇場篇,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21952,Burai Hachigyoku no Yuushi Densetsu;ブライ 「八玉の勇士伝説」,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21953,Ultima Kyoryu Teikoku The Savage Empire;ウルティマ 恐竜帝国 ザ・サベージ・エンパイア;Worlds of Ultima The Savage Empire,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21954,Top Management II;トップマネジメントII;Top Management 2,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21955,Leading Jockey 2;リーディングジョッキー2,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21956,Tecmo Super Bowl II Special Edition;テクモスーパーボウルII スペシャルエディション;Tecmo Super Bowl 2 Special Edition,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
21957,Mazinger Z;マジンガーZ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21958,Mickey & Minnie Magical Adventure 2 The Great Circus Mystery;ミッキーとミニー マジカルアドベンチャー2 The Great Circus Mystery;Disney's Magical Quest 2 The Great Circus Mystery Starring Mickey & Minnie;The Great Circus Mystery Starring Mickey & Minnie,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
21962,Kikuni Masahiko no Jantoushi Dora Ou;喜国雅彦の雀闘士 銅鑼王,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
21967,Super Castles;スーパーキャッスルズ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22092,Sanrio World Smash Ball;サンリオワールド スマッシュボール,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22183,World Class Rugby 2 Kokunai Gekitou Hen '93;ワールドクラス ラグビー2 国内激闘編'93,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22185,SD Gundam Gaiden 2 Entaku no Kishi;SDガンダム外伝2 円卓の騎士,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22189,Super Slap Shot;スーパースラップショット,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22192,Magna Braban Henreki no Yusha;マグナブラバン〜遍歴の勇者,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22196,Donkey Kong Country 2 Dixie & Diddy;スーパードンキーコング2 ディクシー ＆ ディディー;Donkey Kong Country 2 Diddy's Kong Quest,Game Title Alternative;Game Title;,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
22197,Shichuusui Meigaku Nyuumon Shin Tougenkyou;四柱推命学入門 真桃源郷,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22198,Hana no Keiji Kumo no Kanata ni;花の慶次 —雲のかなたに—,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22199,Super Nichibutsu Mahjong;スーパーニチブツマージャン,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22223,Super Nichibutsu Mahjong 4 Kiso Kenkyu Hen;スーパーニチブツマージャン4 基礎研究篇,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22315,Beware the Ultimate Evil of Warlock;Beware the Ultimate Evil of ウォーロック,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22318,Super Nichibutsu Mahjong 2 Zenkoku Seiha Hen;スーパーニチブツマージャン2 全国制覇篇 ,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22325,SimAnt;シムアント;SimAnt The Electronic Ant Colony;Sim Ant,Game Title Alternative;Game Title;Game Title Alternative;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
22329,Taekwon-Do;テコンドー;跆拳道;Taekwon-Do,Game Title Alternative;Game Title;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
22330,Nomark Baku Haitou Shijou Saikyou no Jakushi Tatsu;ノーマーク爆牌党 史上最強の雀士達,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22337,Sangokushi IV;三国志IV;Sangokushi 4;Romance of the Three Kingdoms IV Wall of Fire,Game Title Alternative;Game Title;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;;,Japan
22338,Blackthorne Fukushuu no Kuroki Kyoku;ブラックソーン 復讐の黒き棘,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22343,Sprinter Monogatari Mezase!! Ikkaku Senkin;スプリンター物語 〜めざせ！！一攫千金〜,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22349,Sugoro Quest++ Dicenics;すごろクエスト＋＋ −ダイスニクス−,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22375,Super Baken Ou '95;スーパー馬券王'95,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22377,Waku Waku Ski Wonder Spur;わくわくスキー わんだぁシュプール,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22396,World Cup USA 94;ワールドカップUSA94;World Cup USA '94,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
22397,Looney Toons Bugs Bunny Hachamecha Daibouken;ルーニー・テューンズ バックス・バニー はちゃめちゃ大冒険;Bugs Bunny Rabbit Rampage,Game Title Alternative;Game Title;Game Title Alternative,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
22398,Holy Striker;ホーリーストライカー,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22399,Shinri Game 3;ザ・心理ゲーム3,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22408,Shin Nippon Pro Wrestling '94 Battlefield in Toukyou Doumu;新日本プロレスリング '94 バトルフィールド 闘強導夢;Shin Nippon Pro Wrestling '94 Battlefield in Tokyo Dome,Game Title Alternative;Game Title;,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;;,Japan
22410,Front Mission;フロントミッション,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
22438,Oda Nobunaga Haou no Gundan;織田信長 覇王の軍団,Game Title Alternative;Game Title,Nintendo Super Famicom,Cartridge,Game,NTSC-J,Japanese;,Japan
